# The average is 1.02257

0	0
1	0
1	0
2	0
2	0
3	0
3	0
4	0
4	0
5	0
5	0
6	0
6	0
7	0
7	0
8	0
8	0
9	0
9	0
10	0
10	0
11	0
11	0
12	0
12	0
13	0
13	0
14	0
14	0
15	0
15	0
16	0
16	0
17	0
17	0
18	0
18	0
19	0
19	0
20	0
20	0
21	0
21	0
22	0
22	0
23	0
23	0
24	0
24	0
25	0
25	0
26	0
26	0
27	0
27	0
28	0
28	0
29	0
29	0
30	0
30	0
31	0
31	0
32	0
32	0
33	0
33	0
34	0
34	0
35	0
35	0
36	0
36	0
37	0
37	0
38	0
38	0
39	0
39	0
40	0
40	0
41	0
41	0
42	0
42	0
43	0
43	0
44	0
44	0
45	0
45	0
46	0
46	3.90625e-06
47	3.90625e-06
47	0
48	0
48	0
49	0
49	3.90625e-06
50	3.90625e-06
50	0
51	0
51	0
52	0
52	3.90625e-06
53	3.90625e-06
53	0
54	0
54	0
55	0
55	0
56	0
56	3.90625e-06
57	3.90625e-06
57	0
58	0
58	0
59	0
59	0
60	0
60	0
61	0
61	3.90625e-06
62	3.90625e-06
62	0
63	0
63	3.90625e-06
64	3.90625e-06
64	0
65	0
65	0
66	0
66	7.8125e-06
67	7.8125e-06
67	3.90625e-06
68	3.90625e-06
68	0
69	0
69	0
70	0
70	0
71	0
71	3.90625e-06
72	3.90625e-06
72	0
73	0
73	7.8125e-06
74	7.8125e-06
74	3.90625e-06
75	3.90625e-06
75	0
76	0
76	3.90625e-06
77	3.90625e-06
77	0
78	0
78	3.90625e-06
79	3.90625e-06
79	3.90625e-06
80	3.90625e-06
80	1.5625e-05
81	1.5625e-05
81	7.8125e-06
82	7.8125e-06
82	0
83	0
83	0
84	0
84	0
85	0
85	0
86	0
86	1.5625e-05
87	1.5625e-05
87	7.8125e-06
88	7.8125e-06
88	1.95313e-05
89	1.95313e-05
89	3.90625e-05
90	3.90625e-05
90	6.25e-05
91	6.25e-05
91	9.375e-05
92	9.375e-05
92	0.000183594
93	0.000183594
93	0.000402344
94	0.000402344
94	0.000867188
95	0.000867188
95	0.00296875
96	0.00296875
96	0.00942969
97	0.00942969
97	0.0821484
98	0.0821484
98	0.204734
99	0.204734
99	0.196051
100	0.196051
100	0.167531
101	0.167531
101	0.123328
102	0.123328
102	0.0803516
103	0.0803516
103	0.0489297
104	0.0489297
104	0.0279492
105	0.0279492
105	0.0161133
106	0.0161133
106	0.00954687
107	0.00954687
107	0.00529297
108	0.00529297
108	0.00307813
109	0.00307813
109	0.00163281
110	0.00163281
110	0.00108594
111	0.00108594
111	0.000488281
112	0.000488281
112	0.000464844
113	0.000464844
113	0.000375
114	0.000375
114	0.000121094
115	0.000121094
115	8.98437e-05
116	8.98437e-05
116	6.25e-05
117	6.25e-05
117	8.59375e-05
118	8.59375e-05
118	6.25e-05
119	6.25e-05
119	6.64063e-05
120	6.64063e-05
120	5.85937e-05
121	5.85937e-05
121	5.46875e-05
122	5.46875e-05
122	7.03125e-05
123	7.03125e-05
123	5.85937e-05
124	5.85937e-05
124	4.6875e-05
125	4.6875e-05
125	7.42187e-05
126	7.42187e-05
126	5.85937e-05
127	5.85937e-05
127	0.000136719
128	0.000136719
128	9.76563e-05
129	9.76563e-05
129	0.000125
130	0.000125
130	0.000117187
131	0.000117187
131	0.000152344
132	0.000152344
132	0.000144531
133	0.000144531
133	0.000183594
134	0.000183594
134	0.000113281
135	0.000113281
135	8.98437e-05
136	8.98437e-05
136	0.000113281
137	0.000113281
137	0.000113281
138	0.000113281
138	0.000105469
139	0.000105469
139	0.000109375
140	0.000109375
140	9.76563e-05
141	9.76563e-05
141	9.76563e-05
142	9.76563e-05
142	0.000109375
143	0.000109375
143	0.000117187
144	0.000117187
144	0.000144531
145	0.000144531
145	0.000164063
146	0.000164063
146	0.000121094
147	0.000121094
147	0.00015625
148	0.00015625
148	0.000140625
149	0.000140625
149	0.000167969
150	0.000167969
150	0.000179687
151	0.000179687
151	8.59375e-05
152	8.59375e-05
152	9.375e-05
153	9.375e-05
153	0.000109375
154	0.000109375
154	8.59375e-05
155	8.59375e-05
155	0.000152344
156	0.000152344
156	0.000148437
157	0.000148437
157	0.000121094
158	0.000121094
158	8.98437e-05
