# The average is 2.90262

0	0
0.1	0
0.1	0
0.2	0
0.2	0
0.3	0
0.3	0
0.4	0
0.4	0
0.5	0
0.5	0
0.6	0
0.6	0
0.7	0
0.7	0
0.8	0
0.8	0
0.9	0
0.9	0
1	0
1	0
1.1	0
1.1	0
1.2	0
1.2	0
1.3	0
1.3	0
1.4	0
1.4	0
1.5	0
1.5	0
1.6	0
1.6	0
1.7	0
1.7	0
1.8	0
1.8	0
1.9	0
1.9	0
2	0
2	0
2.1	0
2.1	0
2.2	0
2.2	0.00220635
2.3	0.00220635
2.3	0.118405
2.4	0.118405
2.4	0.577238
2.5	0.577238
2.5	0.64546
2.6	0.64546
2.6	0.305032
2.7	0.305032
2.7	0.129976
2.8	0.129976
2.8	0.050873
2.9	0.050873
2.9	0.0244921
3	0.0244921
3	0.0128413
3.1	0.0128413
3.1	0.0170714
3.2	0.0170714
3.2	0.0231032
3.3	0.0231032
3.3	0.027381
3.4	0.027381
3.4	0.0358016
3.5	0.0358016
3.5	0.0386984
3.6	0.0386984
3.6	0.030746
3.7	0.030746
3.7	0.03
3.8	0.03
3.8	0.0203413
3.9	0.0203413
3.9	0.0291032
4	0.0291032
4	0.0262857
4.1	0.0262857
4.1	0.0318095
4.2	0.0318095
4.2	0.030381
4.3	0.030381
4.3	0.0323889
4.4	0.0323889
4.4	0.0252619
4.5	0.0252619
4.5	0.0212222
4.6	0.0212222
4.6	0.0129921
4.7	0.0129921
4.7	0.0121746
4.8	0.0121746
4.8	0.00857937
4.9	0.00857937
4.9	0.010746
5	0.010746
5	0.00707937
5.1	0.00707937
5.1	0.00172222
5.2	0.00172222
5.2	0.00112698
5.3	0.00112698
5.3	0.00457143
5.4	0.00457143
5.4	0.00321429
5.5	0.00321429
5.5	0.00109524
5.6	0.00109524
5.6	0.00204762
5.7	0.00204762
5.7	0.00115079
5.8	0.00115079
5.8	0.000833333
5.9	0.000833333
5.9	0.00322222
6	0.00322222
6	0.00457143
6.1	0.00457143
6.1	0.00848413
6.2	0.00848413
6.2	0.00404762
6.3	0.00404762
6.3	0.00329365
6.4	0.00329365
6.4	0.00457937
6.5	0.00457937
6.5	0.000571429
6.6	0.000571429
6.6	0
6.7	0
6.7	0
6.8	0
6.8	0.00134127
6.9	0.00134127
6.9	0.00328571
7	0.00328571
7	0
7.1	0
7.1	0
7.2	0
7.2	0
7.3	0
7.3	0
7.4	0
7.4	0
7.5	0
7.5	0
7.6	0
7.6	0
7.7	0
7.7	0
7.8	0
7.8	0
7.9	0
7.9	0
8	0
8	0
8.1	0
8.1	0
8.2	0
8.2	0
8.3	0
8.3	0
8.4	0
8.4	0
8.5	0
8.5	0
8.6	0
8.6	0
8.7	0
8.7	0
8.8	0
8.8	0
8.9	0
8.9	0
9	0
9	0
9.1	0
9.1	0
9.2	0
9.2	0
9.3	0
9.3	0
9.4	0
9.4	0
9.5	0
9.5	0
9.6	0
9.6	0
9.7	0
9.7	0
9.8	0
9.8	0
9.9	0
9.9	0
10	0
